"$IoNode";"$IoItem";"$Textkey";"$Class";"$Groupkey";"$Location";"$Active";"$Priority";"$LogEnabled";"$PlantID";"$PlantType";"$EquipmentID";"$Devicename";"Cfg_Inst_Structure"
"ESP-Core";".ESAlarms.SL[3].FltSourceCyl";"T02_PLCALS_0325";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[3].FltLoadZMR";"T02_PLCALS_0326";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[3].FltReflowQMP";"T02_PLCALS_0327";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[3].FltLoadZFS";"T02_PLCALS_0328";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[3].FltLoadQFS";"T02_PLCALS_0329";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[3].FltNotReady";"T02_PLCALS_0330";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[3].FltScrCycles";"T02_PLCALS_0331";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[3].FltHoseCycles";"T02_PLCALS_0332";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[3].FltDest";"T02_PLCALS_0333";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[3].FltMSD";"T02_PLCALS_0334";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[3].WarnReflowQMR";"T02_PLCALS_0335";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[3].WarnLoadQMP";"T02_PLCALS_0336";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[3].WarnScrCycles";"T02_PLCALS_0337";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[3].WarnHoseCycles";"T02_PLCALS_0338";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[3].WarnGen";"T02_PLCALS_0339";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[3].General";"T02_PLCALS_0340";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[4].Interlock_1";"T02_PLCALS_0341";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[4].Interlock_2";"T02_PLCALS_0342";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[4].CleanNr";"T02_PLCALS_0343";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[4].LoadNr";"T02_PLCALS_0344";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[4].CleanTimeout";"T02_PLCALS_0345";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[4].LoadTimeout";"T02_PLCALS_0346";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[4].AutoStart";"T02_PLCALS_0347";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[4].FltSourceCyl";"T02_PLCALS_0348";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[4].FltLoadZMR";"T02_PLCALS_0349";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[4].FltReflowQMP";"T02_PLCALS_0350";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[4].FltLoadZFS";"T02_PLCALS_0351";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[4].FltLoadQFS";"T02_PLCALS_0352";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[4].FltNotReady";"T02_PLCALS_0353";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[4].FltScrCycles";"T02_PLCALS_0354";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[4].FltHoseCycles";"T02_PLCALS_0355";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[4].FltDest";"T02_PLCALS_0356";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[4].FltMSD";"T02_PLCALS_0357";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[4].WarnReflowQMR";"T02_PLCALS_0358";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[4].WarnLoadQMP";"T02_PLCALS_0359";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[4].WarnScrCycles";"T02_PLCALS_0360";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[4].WarnHoseCycles";"T02_PLCALS_0361";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[4].WarnGen";"T02_PLCALS_0362";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
"ESP-Core";".ESAlarms.SL[4].General";"T02_PLCALS_0363";"01";"ESP-Core";"";"1";"50";"1";"ESP-Core";" ";"PLC";"";"0"
